rxcui,drug_name,ehi_v6_score,ehi_v6_rank,ehi_v6_percentile,ehi_v6_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,ehi_v6_framework_version,ehi_v6_weighting_method,ehi_v6_validation_score,ehi_v6_validation_status,ehi_v6_dashboard_language
1670007,insulin degludec,94.1904,11,99.966812,Strategic Priority,99.98,99.94,99.98,99.95,31.44,93.11,10,99.96,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
400008,"insulin glulisine, human",94.1807,12,99.963493,Strategic Priority,99.98,99.93,99.98,99.92,31.4,93.1,11,99.95,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1597876,nivolumab,94.175,13,99.960174,Strategic Priority,99.64,99.98,99.65,99.85,33.55,93.16,6,99.98,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
121191,rituximab,94.1705,14,99.956855,Strategic Priority,99.64,99.98,99.64,99.86,33.5,93.16,6,99.98,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
11289,warfarin,94.1606,15,99.953536,Strategic Priority,99.88,99.86,99.88,99.79,32.22,93.09,12,99.95,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1991302,semaglutide,94.1467,16,99.950217,Strategic Priority,99.97,99.91,99.96,99.88,31.2,93.06,14,99.94,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
191831,infliximab,94.1426,17,99.946899,Strategic Priority,99.72,99.96,99.71,99.83,32.76,93.1,11,99.95,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1721560,osimertinib,94.129,18,99.94358,Strategic Priority,99.64,99.98,99.64,99.56,33.5,93.1,11,99.95,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
214555,etanercept,94.1194,19,99.940261,Strategic Priority,99.72,99.96,99.69,99.76,32.64,93.08,13,99.94,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
114194,warfarin sodium,94.1173,20,99.936942,Strategic Priority,99.85,99.85,99.8,99.79,32.03,93.05,15,99.93,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1371041,ado-trastuzumab emtansine,94.0948,21,99.933623,Strategic Priority,99.62,99.97,99.57,99.44,33.55,93.06,14,99.94,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
32968,clopidogrel,94.0806,22,99.930304,Strategic Priority,99.86,99.86,99.79,99.59,31.87,93.0,18,99.92,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
253181,"insulin isophane, human",94.0755,23,99.926985,Strategic Priority,99.98,99.93,99.98,99.3,31.17,92.95,20,99.91,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
847083,ustekinumab,94.0741,24,99.923667,Strategic Priority,99.69,99.94,99.62,99.67,32.58,93.03,16,99.93,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1116632,ticagrelor,94.06,25,99.920348,Strategic Priority,99.84,99.84,99.77,99.56,31.86,92.98,19,99.92,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1442981,ibrutinib,94.0419,26,99.917029,Strategic Priority,99.61,99.97,99.31,99.45,33.47,93.01,17,99.93,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
221108,"insulin isophane, pork",94.0244,27,99.91371,Strategic Priority,99.97,99.92,99.97,99.09,31.0,92.88,24,99.89,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
352385,"insulin aspart protamine, human",94.0124,28,99.910391,Strategic Priority,99.97,99.92,99.93,99.46,30.33,92.89,23,99.9,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
8638,prednisolone,93.994,29,99.907072,Strategic Priority,99.83,99.78,99.95,99.78,30.56,92.9,22,99.9,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
236991,clopidogrel bisulfate,93.9862,30,99.903754,Strategic Priority,99.85,99.85,99.73,99.25,31.5,92.88,24,99.89,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
3264,dexamethasone,93.9849,31,99.900435,Strategic Priority,99.82,99.77,99.94,99.77,30.56,92.89,23,99.9,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
5492,hydrocortisone,93.9807,32,99.897116,Strategic Priority,99.82,99.77,99.94,99.74,30.56,92.88,24,99.89,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1599538,edoxaban,93.9803,33,99.893797,Strategic Priority,99.79,99.83,99.71,99.36,31.62,92.89,23,99.9,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
10759,triamcinolone,93.979,34,99.890478,Strategic Priority,99.81,99.77,99.93,99.78,30.54,92.88,24,99.89,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2103477,adalimumab-adbm,93.9787,35,99.887159,Strategic Priority,99.58,99.75,99.59,100.0,31.97,92.95,20,99.91,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2103479,adalimumab-atto,93.9787,35,99.887159,Strategic Priority,99.58,99.75,99.59,100.0,31.97,92.95,20,99.91,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2612153,adalimumab-bwwd,93.97,37,99.880522,Strategic Priority,99.58,99.75,99.56,99.98,31.96,92.94,21,99.91,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
8640,prednisone,93.9648,38,99.877203,Strategic Priority,99.81,99.76,99.92,99.73,30.5,92.87,25,99.88,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6902,methylprednisolone,93.9635,39,99.873884,Strategic Priority,99.81,99.76,99.92,99.72,30.5,92.86,26,99.87,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
60548,exenatide,93.9586,40,99.870565,Strategic Priority,99.92,99.87,99.87,99.59,29.96,92.84,27,99.87,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1545653,empagliflozin,93.9578,41,99.867246,Strategic Priority,99.93,99.88,99.9,99.54,29.9,92.83,28,99.86,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
83367,atorvastatin,93.9543,42,99.863928,Strategic Priority,99.95,99.82,99.97,99.7,29.52,92.83,28,99.86,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1551291,dulaglutide,93.9516,43,99.860609,Strategic Priority,99.92,99.87,99.88,99.6,29.84,92.83,28,99.86,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1373458,canagliflozin,93.942,44,99.85729,Strategic Priority,99.92,99.87,99.83,99.64,29.76,92.82,29,99.84,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
103468,hydrocortisone butyrate,93.9371,45,99.853971,Strategic Priority,99.8,99.73,99.91,99.69,30.38,92.84,27,99.87,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6809,metformin,93.937,46,99.850652,Strategic Priority,99.96,99.83,99.97,99.64,29.34,92.8,31,99.83,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
475968,liraglutide,93.9319,47,99.847333,Strategic Priority,99.93,99.88,99.91,99.28,30.0,92.79,32,99.82,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
19831,budesonide,93.9315,48,99.844014,Strategic Priority,99.8,99.76,99.91,99.59,30.4,92.82,29,99.84,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
27197,hydrocortisone acetate,93.9286,49,99.840696,Strategic Priority,99.79,99.72,99.89,99.74,30.31,92.83,28,99.86,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
10582,levothyroxine,93.9286,50,99.837377,Strategic Priority,99.96,99.83,99.96,99.75,29.08,92.8,31,99.83,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
314684,"insulin lispro protamine, human",93.9226,51,99.834058,Strategic Priority,99.95,99.9,99.82,99.16,30.12,92.78,33,99.81,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
27196,hydrocortisone probutate,93.9192,52,99.830739,Strategic Priority,99.79,99.72,99.88,99.69,30.3,92.82,29,99.84,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1538097,vedolizumab,93.9178,53,99.82742,Strategic Priority,99.63,99.93,99.35,99.09,32.52,92.84,27,99.87,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
41126,fluticasone,93.9142,54,99.824101,Strategic Priority,99.8,99.74,99.89,99.57,30.32,92.8,31,99.83,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
48933,dexamethasone sodium phosphate,93.9125,55,99.820783,Strategic Priority,99.78,99.71,99.87,99.71,30.28,92.81,30,99.84,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
55062,prednisolone sodium phosphate,93.9058,56,99.817464,Strategic Priority,99.77,99.69,99.86,99.77,30.22,92.81,30,99.84,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
34372,prednisolone acetate,93.8986,57,99.814145,Strategic Priority,99.77,99.69,99.85,99.73,30.22,92.8,31,99.83,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
235743,metformin hydrochloride,93.8953,58,99.810826,Strategic Priority,99.94,99.81,99.95,99.64,29.03,92.76,34,99.8,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
27199,hydrocortisone valerate,93.8891,59,99.807507,Strategic Priority,99.77,99.68,99.85,99.69,30.2,92.79,32,99.82,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
155323,methylprednisolone acetate,93.8757,60,99.804188,Strategic Priority,99.75,99.67,99.83,99.72,30.15,92.78,33,99.81,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1488564,dapagliflozin,93.8721,61,99.80087,Strategic Priority,99.91,99.86,99.84,99.13,29.82,92.72,36,99.78,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
10761,triamcinolone acetonide,93.8712,62,99.797551,Strategic Priority,99.74,99.66,99.81,99.78,30.11,92.78,33,99.81,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
705022,fluticasone furoate,93.8697,63,99.794232,Strategic Priority,99.78,99.68,99.83,99.57,30.16,92.76,34,99.8,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
